0.0,1.0
4e-07,-1.0
8e-07,1.0
1.2e-06,-1.0
1.6e-06,1.0
2e-06,-1.0
2.4e-06,1.0
2.8e-06,-1.0
3.2e-06,1.0
3.6e-06,1.0
4e-06,-1.0
4.4e-06,1.0
4.8e-06,-1.0
5.2e-06,1.0
5.6e-06,1.0
6e-06,-1.0
6.4e-06,1.0
6.8e-06,1.0
7.2e-06,1.0
7.6e-06,-1.0
8e-06,1.0
8.4e-06,1.0
8.8e-06,1.0
9.2e-06,-1.0
9.6e-06,1.0
1e-05,1.0
1.04e-05,1.0
1.08e-05,1.0
1.12e-05,-1.0
1.16e-05,1.0
1.2e-05,1.0
1.24e-05,1.0
1.28e-05,1.0
1.32e-05,1.0
1.36e-05,1.0
1.4e-05,-1.0
1.44e-05,1.0
1.48e-05,1.0
1.52e-05,1.0
1.56e-05,1.0
1.6e-05,1.0
1.64e-05,1.0
1.68e-05,1.0
1.72e-05,1.0
1.76e-05,1.0
1.8e-05,1.0
1.84e-05,1.0
1.88e-05,1.0
1.92e-05,1.0
1.96e-05,1.0
2e-05,-1.0
2.04e-05,1.0
2.08e-05,1.0
2.12e-05,1.0
2.16e-05,1.0
2.2e-05,1.0
2.24e-05,1.0
2.28e-05,1.0
2.32e-05,1.0
2.36e-05,1.0
2.4e-05,1.0
2.44e-05,1.0
2.48e-05,1.0
2.52e-05,1.0
2.56e-05,1.0
2.6e-05,1.0
2.64e-05,1.0
2.68e-05,1.0
2.72e-05,1.0
2.76e-05,1.0
2.8e-05,1.0
2.84e-05,1.0
2.88e-05,1.0
2.92e-05,1.0
2.96e-05,1.0
3e-05,1.0
3.04e-05,1.0
3.08e-05,1.0
3.12e-05,1.0
3.16e-05,1.0
3.2e-05,1.0
3.24e-05,1.0
3.28e-05,1.0
3.32e-05,1.0
3.36e-05,1.0
3.4e-05,1.0
3.44e-05,1.0
3.48e-05,1.0
3.52e-05,-1.0
3.56e-05,1.0
3.6e-05,1.0
3.64e-05,1.0
3.68e-05,1.0
3.72e-05,1.0
3.76e-05,1.0
3.8e-05,1.0
3.84e-05,-1.0
3.88e-05,1.0
3.92e-05,1.0
3.96e-05,1.0
4e-05,1.0
4.04e-05,-1.0
4.08e-05,1.0
4.12e-05,1.0
4.16e-05,1.0
4.2e-05,-1.0
4.24e-05,1.0
4.28e-05,1.0
4.32e-05,1.0
4.36e-05,-1.0
4.4e-05,1.0
4.44e-05,1.0
4.48e-05,-1.0
4.52e-05,1.0
4.56e-05,1.0
4.6e-05,-1.0
4.64e-05,1.0
4.68e-05,-1.0
4.72e-05,1.0
4.76e-05,1.0
4.8e-05,-1.0
4.84e-05,1.0
4.88e-05,-1.0
4.92e-05,1.0
4.96e-05,-1.0
5e-05,1.0
5.04e-05,-1.0
5.08e-05,1.0
5.12e-05,-1.0
5.16e-05,1.0
5.2e-05,-1.0
5.24e-05,1.0
5.28e-05,-1.0
5.32e-05,-1.0
5.36e-05,1.0
5.4e-05,-1.0
5.44e-05,-1.0
5.48e-05,1.0
5.52e-05,-1.0
5.56e-05,-1.0
5.6e-05,1.0
5.64e-05,-1.0
5.68e-05,-1.0
5.72e-05,1.0
5.76e-05,-1.0
5.8e-05,-1.0
5.84e-05,-1.0
5.88e-05,1.0
5.92e-05,-1.0
5.96e-05,-1.0
6e-05,-1.0
6.04e-05,1.0
6.08e-05,-1.0
6.12e-05,-1.0
6.16e-05,-1.0
6.2e-05,-1.0
6.24e-05,-1.0
6.28e-05,1.0
6.32e-05,-1.0
6.36e-05,-1.0
6.4e-05,-1.0
6.44e-05,-1.0
6.48e-05,-1.0
6.52e-05,-1.0
6.56e-05,-1.0
6.6e-05,-1.0
6.64e-05,-1.0
6.68e-05,-1.0
6.72e-05,1.0
6.76e-05,-1.0
6.8e-05,-1.0
6.84e-05,-1.0
6.88e-05,-1.0
6.92e-05,-1.0
6.96e-05,-1.0
7e-05,-1.0
7.04e-05,-1.0
7.08e-05,-1.0
7.12e-05,-1.0
7.16e-05,-1.0
7.2e-05,-1.0
7.24e-05,-1.0
7.28e-05,-1.0
7.32e-05,-1.0
7.36e-05,-1.0
7.4e-05,-1.0
7.44e-05,-1.0
7.48e-05,-1.0
7.52e-05,-1.0
7.56e-05,-1.0
7.6e-05,-1.0
7.64e-05,-1.0
7.68e-05,-1.0
7.72e-05,-1.0
7.76e-05,-1.0
7.8e-05,-1.0
7.84e-05,-1.0
7.88e-05,-1.0
7.92e-05,-1.0
7.96e-05,-1.0
8e-05,-1.0
8.04e-05,-1.0
8.08e-05,-1.0
8.12e-05,-1.0
8.16e-05,-1.0
8.2e-05,-1.0
8.24e-05,-1.0
8.28e-05,-1.0
8.32e-05,-1.0
8.36e-05,-1.0
8.4e-05,1.0
8.44e-05,-1.0
8.48e-05,-1.0
8.52e-05,-1.0
8.56e-05,-1.0
8.6e-05,-1.0
8.64e-05,-1.0
8.68e-05,-1.0
8.72e-05,-1.0
8.76e-05,1.0
8.8e-05,-1.0
8.84e-05,-1.0
8.88e-05,-1.0
8.92e-05,-1.0
8.96e-05,-1.0
9e-05,1.0
9.04e-05,-1.0
9.08e-05,-1.0
9.12e-05,-1.0
9.16e-05,1.0
9.2e-05,-1.0
9.24e-05,-1.0
9.28e-05,-1.0
9.32e-05,1.0
9.36e-05,-1.0
9.4e-05,-1.0
9.44e-05,1.0
9.48e-05,-1.0
9.52e-05,-1.0
9.56e-05,1.0
9.6e-05,-1.0
9.64e-05,-1.0
9.68e-05,1.0
9.72e-05,-1.0
9.76e-05,1.0
9.8e-05,-1.0
9.84e-05,1.0
9.88e-05,-1.0
9.92e-05,1.0
9.96e-05,-1.0
0.0001,1.0
0.0001004,-1.0
0.0001008,1.0
0.0001012,-1.0
0.0001016,1.0
0.000102,-1.0
0.0001024,1.0
0.0001028,-1.0
0.0001032,1.0
0.0001036,1.0
0.000104,-1.0
0.0001044,1.0
0.0001048,-1.0
0.0001052,1.0
0.0001056,1.0
0.000106,-1.0
0.0001064,1.0
0.0001068,1.0
0.0001072,1.0
0.0001076,-1.0
0.000108,1.0
0.0001084,1.0
0.0001088,1.0
0.0001092,-1.0
0.0001096,1.0
0.00011,1.0
0.0001104,1.0
0.0001108,1.0
0.0001112,-1.0
0.0001116,1.0
0.000112,1.0
0.0001124,1.0
0.0001128,1.0
0.0001132,1.0
0.0001136,1.0
0.000114,-1.0
0.0001144,1.0
0.0001148,1.0
0.0001152,1.0
0.0001156,1.0
0.000116,1.0
0.0001164,1.0
0.0001168,1.0
0.0001172,1.0
0.0001176,1.0
0.000118,1.0
0.0001184,1.0
0.0001188,1.0
0.0001192,1.0
0.0001196,1.0
0.00012,-1.0
0.0001204,1.0
0.0001208,1.0
0.0001212,1.0
0.0001216,1.0
0.000122,1.0
0.0001224,1.0
0.0001228,1.0
0.0001232,1.0
0.0001236,1.0
0.000124,1.0
0.0001244,1.0
0.0001248,1.0
0.0001252,1.0
0.0001256,1.0
0.000126,1.0
0.0001264,1.0
0.0001268,1.0
0.0001272,1.0
0.0001276,1.0
0.000128,1.0
0.0001284,1.0
0.0001288,1.0
0.0001292,1.0
0.0001296,1.0
0.00013,1.0
0.0001304,1.0
0.0001308,1.0
0.0001312,1.0
0.0001316,1.0
0.000132,1.0
0.0001324,1.0
0.0001328,1.0
0.0001332,1.0
0.0001336,1.0
0.000134,1.0
0.0001344,1.0
0.0001348,1.0
0.0001352,-1.0
0.0001356,1.0
0.000136,1.0
0.0001364,1.0
0.0001368,1.0
0.0001372,1.0
0.0001376,1.0
0.000138,1.0
0.0001384,-1.0
0.0001388,1.0
0.0001392,1.0
0.0001396,1.0
0.00014,1.0
0.0001404,-1.0
0.0001408,1.0
0.0001412,1.0
0.0001416,1.0
0.000142,-1.0
0.0001424,1.0
0.0001428,1.0
0.0001432,1.0
0.0001436,-1.0
0.000144,1.0
0.0001444,1.0
0.0001448,-1.0
0.0001452,1.0
0.0001456,1.0
0.000146,-1.0
0.0001464,1.0
0.0001468,-1.0
0.0001472,1.0
0.0001476,1.0
0.000148,-1.0
0.0001484,1.0
0.0001488,-1.0
0.0001492,1.0
0.0001496,-1.0
0.00015,1.0
0.0001504,-1.0
0.0001508,1.0
0.0001512,-1.0
0.0001516,1.0
0.000152,-1.0
0.0001524,1.0
0.0001528,-1.0
0.0001532,-1.0
0.0001536,1.0
0.000154,-1.0
0.0001544,-1.0
0.0001548,1.0
0.0001552,-1.0
0.0001556,-1.0
0.000156,1.0
0.0001564,-1.0
0.0001568,-1.0
0.0001572,1.0
0.0001576,-1.0
0.000158,-1.0
0.0001584,-1.0
0.0001588,1.0
0.0001592,-1.0
0.0001596,-1.0
0.00016,-1.0
0.0001604,1.0
0.0001608,-1.0
0.0001612,-1.0
0.0001616,-1.0
0.000162,-1.0
0.0001624,-1.0
0.0001628,1.0
0.0001632,-1.0
0.0001636,-1.0
0.000164,-1.0
0.0001644,-1.0
0.0001648,-1.0
0.0001652,-1.0
0.0001656,-1.0
0.000166,-1.0
0.0001664,-1.0
0.0001668,-1.0
0.0001672,1.0
0.0001676,-1.0
0.000168,-1.0
0.0001684,-1.0
0.0001688,-1.0
0.0001692,-1.0
0.0001696,-1.0
0.00017,-1.0
0.0001704,-1.0
0.0001708,-1.0
0.0001712,-1.0
0.0001716,-1.0
0.000172,-1.0
0.0001724,-1.0
0.0001728,-1.0
0.0001732,-1.0
0.0001736,-1.0
0.000174,-1.0
0.0001744,-1.0
0.0001748,-1.0
0.0001752,-1.0
0.0001756,-1.0
0.000176,-1.0
0.0001764,-1.0
0.0001768,-1.0
0.0001772,-1.0
0.0001776,-1.0
0.000178,-1.0
0.0001784,-1.0
0.0001788,-1.0
0.0001792,-1.0
0.0001796,-1.0
